Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
Nanobreaker,EARTH,Machine / Effect,4,1600,1800,"If this card attacks a face-up Level 3 or lower monster, destroy the monster immediately with this card's effect without applying damage calculation.",,,
Narrow Pass,,Trap,,,,This card can only be activated when both players have 2 monsters or less on their respective sides of the field. Both players can only Normal Summon up to 2 additional monsters on their sides of the field.,Continuous,,
Natural Disaster,,Trap,,,,"Inflict 500 damage to your opponent each time a card(s) they control is destroyed and sent to the Graveyard by the effect of a ""Cloudian"" monster.",Continuous,,
Neck Hunter,DARK,Fiend,6,1750,1900,A fiend that wields a mean sickle and fires devastating beams from its eyes.,,,
Necklace of Command,,Magic,,,,"When a monster you control that's equipped with this card is destroyed by battle, and this card is sent to the Graveyard, you can either:
● Draw 1 card. OR
● Discard 1 random card from your opponent's hand.",Equip,,
Necro Gardna,DARK,Warrior / Effect,3,600,1300,During your opponent's turn: You can banish this card from your Graveyard; negate the next attack this turn from a monster your opponent controls (this is a Quick Effect).,,,
Necroface,DARK,Zombie / Effect,4,1200,1800,"If this card is Normal Summoned: Shuffle all banished cards into the Deck. This card gains 100 ATK for each card shuffled into the Main Deck by this effect. If this card is banished: Each player banishes 5 cards from the top of their Deck (or their entire Deck, if less than 5).",,,
Necrolancer the Time-lord,DARK,Spellcaster,3,800,900,The one-eyed Necrolancer launches his onslaught from a dimensional ring that can appear out of thin air.,,,
Necrovalley,,Magic,,,,"All ""Gravekeeper's"" monsters gain 500 ATK and DEF. Cards in the Graveyard cannot be banished. Negate any card effect that would move a card in the Graveyard to a different place. Negate any card effect that changes Types or Attributes in the Graveyard.",Field,,
Needle Ball,DARK,Fiend / Flip / Effect,2,750,700,FLIP: You can pay 2000 Life Points to inflict 1000 damage to your opponent.,,,
Needle Burrower,DARK,Machine / Effect,5,1700,1700,"When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points.",,,
Needle Ceiling,,Trap,,,,When there are 4 or more monsters on the field: Destroy all face-up monsters.,Normal,,
Needle Wall,,Trap,,,,"Once per turn, during your Standby Phase: Roll a six-sided die. Treat your opponent's Main Monster Zones as numbers 1-5, counting from your right, and destroy the monster that is in the same Main Monster Zone as the result. If the result is 6, roll again.",Continuous,,
Needle Worm,EARTH,Insect / Flip / Effect,2,750,600,FLIP: Send the top 5 cards of your opponent's Deck to the Graveyard.,,,
Negate Attack,,Trap,,,,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, then end the Battle Phase.",Counter,,
Neko Mane King,EARTH,Beast / Effect,1,0,0,"During your opponent's turn, when this card in your possession is sent to your Graveyard by an opponent's card effect: It becomes the End Phase of this turn.",,,
Nekogal #1,EARTH,Beast,3,1100,900,"A pussycat-fairy. Contrary to her lovely beauty, she claws on her enemies.",,,
Nekogal #2,EARTH,Beast-Warrior,6,1900,2000,A fast and lethal creature with very dangerous claws.,,,
Nemuriko,DARK,Spellcaster,3,800,700,A child-like creature that controls a sleep fiend to beckon enemies into eternal slumber.,,,
Neo Aqua Madoor,WATER,Spellcaster,6,1200,3000,"The true nature of this wizard, who rules all water. It defends itself with a vast, impenetrable wall of ice.",,,
Neo Bug,EARTH,Insect,4,1800,1700,A huge bug-like monster said to come from another planet. It gathers in swarms.,,,
Neo Space,,Magic,,,,"""Elemental HERO Neos"" and all Fusion Monsters that specifically list ""Elemental HERO Neos"" as a Fusion Material gain 500 ATK. Fusion Monsters that specifically list ""Elemental HERO Neos"" as a Fusion Material do not have to activate their effects during the End Phase that shuffle them into the Extra Deck.",Field,,
Neo Space Pathfinder,LIGHT,Warrior / Effect,4,1800,800,"You can discard this card to the Graveyard to add 1 ""Neo Space"" from your Deck or Graveyard to your hand.",,,
Neo the Magic Swordsman,LIGHT,Spellcaster,4,1700,1000,"A dimensional drifter who not only practices sorcery, but is also a sword and martial arts master.",,,
"Neo-Parshath, the Sky Paladin",LIGHT,Fairy / Effect,7,2300,2000,"You can Special Summon this card (from your hand) by Tributing 1 ""Airknight Parshath"". If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Draw 1 card. While ""The Sanctuary in the Sky"" is on the field and your LP is higher than your opponent's, this card gains ATK/DEF equal to the difference in LP.",,,
Neo-Spacian Air Hummingbird,WIND,Winged Beast / Effect,3,800,600,Once per turn: You can gain 500 LP for each card in your opponent's hand.,,,
Neo-Spacian Aqua Dolphin,WATER,Warrior / Effect,3,600,800,"Once per turn: You can discard 1 card; look at your opponent's hand and choose 1 monster. If you control a monster with ATK greater than or equal to the ATK of the chosen card, destroy the chosen card, and if you do, inflict 500 damage to your opponent. Otherwise, take 500 damage.",,,
Neo-Spacian Dark Panther,DARK,Beast / Effect,3,1000,500,"Once per turn: You can target 1 face-up monster your opponent controls; until the End Phase, this card's name becomes that monster's original name, also replace this effect with that monster's original effects (if any).",,,
Neo-Spacian Flare Scarab,FIRE,Insect / Effect,3,500,500,Gains 400 ATK for each Spell/Trap your opponent controls.,,,
Neo-Spacian Glow Moss,LIGHT,Plant / Effect,3,300,900,"If this card attacks or is attacked: Your opponent draws 1 card and shows it, then, based on its type apply this effect.
● Monster: End the Battle Phase of this turn.
● Spell: If this card is attacking, you can change it to a direct attack instead.
● Trap: Change this card to Defense Position.",,,
Neo-Spacian Grand Mole,EARTH,Rock / Effect,3,900,300,"At the start of the Damage Step, if this card battles an opponent's monster: You can return both the opponent's monster and this card to the hand.",,,
Neo-Spacian Marine Dolphin,WATER,Warrior / Fusion / Effect,4,900,1100,"This card's name is also treated as ""Neo-Spacian Aqua Dolphin"". This card cannot be Special Summoned except with ""NEX"". Once per turn, you can discard 1 card to look at your opponent's hand and select 1 Monster Card in it. If you control a monster with ATK greater than or equal to the selected monster's, destroy the selected monster and inflict 500 damage to your opponent.",,,
Neo-Spacian Twinkle Moss,LIGHT,Plant / Fusion / Effect,4,500,1100,"This card's name is also treated as ""Neo-Spacian Glow Moss"". This card cannot be Special Summoned except with ""NEX"". When this card attacks or is attacked, draw 1 card. Reveal that card, and based on its type apply the proper effect: ● Monster: End the Battle Phase. ● Spell: You can change this card's attack to a direct attack. ● Trap: This monster is changed to Defense Position.",,,
Neos Force,,Magic,,,,"Equip only to ""Elemental HERO Neos"". It gains 800 ATK. When it destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to the original ATK of the destroyed monster in the Graveyard. During the End Phase: Shuffle this card into the Deck.",Equip,,
Newdoria,DARK,Fiend / Effect,4,1200,800,If this card is destroyed by battle and sent to the GY: Target 1 monster on the field; destroy that target.,,,
NEX,,Magic,,,,"Send 1 face-up ""Neo-Spacian"" monster you control to the Graveyard. Special Summon 1 Level 4 monster with the same name from your Extra Deck.",Normal,,
Next to be Lost,,Trap,,,,Select 1 face-up monster you control. Send 1 card from your Deck to the Graveyard with the same name as the selected card.,Normal,,
Night Assailant,DARK,Fiend / Flip / Effect,3,200,500,"FLIP: Target 1 monster your opponent controls; destroy that target.
When this card is sent from the hand to the Graveyard: Target 1 Flip Effect Monster in your Graveyard, except this card; return that target to the hand.",,,
Night Lizard,WATER,Aqua,4,1150,1300,''A lizard warrior protected by a hide of very tough emerald scales.'',,,
Nightmare Horse,DARK,Zombie / Effect,2,500,400,This card can attack your opponent's Life Points directly even if there is a monster on your opponent's side of the field.,,,
Nightmare Penguin,WATER,Aqua / Effect,4,900,1800,All face-up WATER monsters you control gain 200 ATK. When this card is flipped face-up: Target 1 card your opponent controls; return that target to the hand.,,,
Nightmare Scorpion,EARTH,Insect,3,900,800,"''A creature that generates nightmares to haunt an opponent, it attacks with four poisonous tails.''",,,
Nightmare Wheel,,Trap,,,,"Activate this card by targeting 1 monster your opponent controls; it cannot attack or change its battle position. When it leaves the field, destroy this card. Once per turn, during your Standby Phase: Inflict 500 damage to your opponent. That monster must be on the field to activate and to resolve this effect.",Continuous,,
Nightmare's Steelcage,,Magic,,,,"This card remains on the field for 2 of your opponent's turns. While this card is face-up on the field, no monsters can attack.",Normal,,
Nimble Momonga,EARTH,Beast / Effect,2,1000,100,"When this card is destroyed by battle and sent to the Graveyard: Gain 1000 Life Points, then you can Special Summon any number of ""Nimble Momongas"" from your Deck in face-down Defense Position.",,,
Nin-Ken Dog,WIND,Beast-Warrior,4,1800,1000,"A Ninja dog who has mastered extreme Ninjutsu. Through hard training, it learned the technique to metamorphose into a human being.",,,
Ninja Grandmaster Sasuke,LIGHT,Warrior / Effect,4,1800,1000,"At the start of the Damage Step, if this card attacks a face-up Defense Position monster: Destroy that monster.",,,
Ninjitsu Art of Decoy,,Trap,,,,"Target 1 face-up ""Ninja"" monster you control; it cannot be destroyed by battle.",Continuous,,
Ninjitsu Art of Transformation,,Trap,,,,"Activate this card by Tributing 1 face-up ""Ninja"" monster; Special Summon 1 Beast, Winged Beast, or Insect monster from your hand or Deck whose Level is less than or equal to the Level the Tributed monster had on the field +3. When this card leaves the field, destroy that monster.",Continuous,,
Nitro Unit,,Magic,,,,"Equip only to a monster on your opponent's side of the field. When the equipped monster is destroyed by battle and sent to the Graveyard, inflict damage to your opponent equal to the ATK of the equipped monster.",Equip,,
Niwatori,EARTH,Winged Beast,3,900,800,Swallows enemies whole and uses their essence as energy.,,,
No Entry!!,,Trap,,,,Change all Attack Position monsters to Defense Position.,Normal,,
Nobleman of Crossout,,Magic,,,,"Target 1 face-down monster on the field; destroy that target, and if you do, banish it, then, if it was a Flip monster, each player reveals their Main Deck, then banishes all cards from it with that monster's name.",Normal,,
Nobleman of Extermination,,Magic,,,,"Select, destroy, and remove from play 1 face-down Spell or Trap Card. If it was a Trap Card, both players must remove from play all copies of that card from their Decks.",Normal,,
Nobleman-Eater Bug,EARTH,Insect / Flip / Effect,5,900,1200,FLIP: Destroy 2 monsters on the field.,,,
Non Aggression Area,,Trap,,,,"You can only activate this card during your Standby Phase. Discard 1 card from your hand. Your opponent cannot Normal Summon, Set and/or Special Summon during his/her next turn.",Normal,,
Non-Fusion Area,,Trap,,,,Neither player can Fusion Summon.,Continuous,,
Non-Spellcasting Area,,Magic,,,,"All face-up monsters, except for Effect Monsters, are unaffected by other Spell effects.",Continuous,,
Nova Summoner,LIGHT,Fairy / Effect,4,1400,800,"When this card is destroyed by battle and sent to the GY: You can Special Summon 1 LIGHT Fairy monster with 1500 or less ATK from your Deck. If ""The Sanctuary in the Sky"" is on the field, you can Special Summon 1 ""Airknight Parshath"" instead.",,,
Novox's Prayer,,Magic,,,,"This card is used to Ritual Summon ""Skull Guardian"". You must also offer monsters whose total Level Stars equal 7 or more as a Tribute from the field or your hand.",Ritual,,
